0, 0.0
1, 0.5239899999999998
2, 1.03343
3, 1.2160499999999992
4, 1.37943
5, 1.4834900000000002
6, 1.58102
7, 1.65594
8, 1.72811
9, 1.78571
10, 1.83915
11, 1.88704
12, 1.93708
13, 1.97887
14, 2.0198600000000004
15, 2.056470000000001
16, 2.0930200000000005
17, 2.1286199999999993
18, 2.16273
19, 2.1927800000000013
20, 2.2208199999999985
21, 2.248149999999998
22, 2.2747199999999994
23, 2.3026400000000007
24, 2.329460000000001
25, 2.351630000000001
26, 2.3763600000000005
27, 2.39896
28, 2.4177700000000013
29, 2.438779999999999
30, 2.45955
31, 2.4795300000000005
32, 2.49809
33, 2.516529999999999
34, 2.5370299999999997
35, 2.555669999999999
36, 2.5721600000000016
37, 2.5893299999999986
38, 2.6022499999999993
39, 2.614759999999999
40, 2.6323899999999996
41, 2.647409999999999
42, 2.66541
43, 2.6838200000000008
44, 2.698699999999998
45, 2.715
46, 2.728060000000001
47, 2.74071
48, 2.7535700000000007
49, 2.7647600000000008
50, 2.7787
51, 2.791
52, 2.802360000000001
53, 2.81539
54, 2.82847
55, 2.8388200000000006
56, 2.8519399999999995
57, 2.86625
58, 2.87569
59, 2.885879999999999
60, 2.895550000000001
61, 2.90768
62, 2.91892
63, 2.93158
64, 2.9402799999999996
65, 2.94716
66, 2.9555099999999994
67, 2.9661
68, 2.9722199999999988
69, 2.98183
70, 2.99384
71, 3.0057000000000005
72, 3.01332
73, 3.0176600000000007
74, 3.0244500000000007
75, 3.03429
76, 3.04655
77, 3.0554699999999992
78, 3.06291
79, 3.07275
80, 3.081530000000001
81, 3.08991
82, 3.09646
83, 3.1060100000000004
84, 3.1123599999999993
85, 3.1196099999999993
86, 3.12782
87, 3.13658
88, 3.1412500000000008
89, 3.14946
90, 3.15724
91, 3.1617399999999996
92, 3.1684
93, 3.17459
94, 3.18285
95, 3.18788
96, 3.1933100000000008
97, 3.19987
98, 3.20332
99, 3.2131300000000005
100, 3.2243699999999995
101, 3.23052
102, 3.23672
103, 3.24385
104, 3.25174
105, 3.2558099999999994
106, 3.26183
107, 3.26996
108, 3.276150000000001
109, 3.27776
110, 3.2809399999999993
111, 3.28811
112, 3.29157
113, 3.2950299999999992
114, 3.30013
115, 3.3033
116, 3.30779
117, 3.31526
118, 3.3230900000000005
119, 3.33219
120, 3.33792
121, 3.34149
122, 3.34505
123, 3.35092
124, 3.35324
125, 3.35546
126, 3.35993
127, 3.36518
128, 3.36894
129, 3.37373
130, 3.37634
131, 3.379120000000001
132, 3.38236
133, 3.38994
134, 3.39798
135, 3.40209
136, 3.40544
137, 3.41002
138, 3.41422
139, 3.418329999999999
140, 3.42225
141, 3.42487
142, 3.42686
143, 3.4332
144, 3.43554
145, 3.440569999999999
146, 3.44323
147, 3.44542
148, 3.45061
149, 3.45642
150, 3.46011
151, 3.46077
152, 3.46678
153, 3.4695
154, 3.47361
155, 3.47676
156, 3.48208
157, 3.48526
158, 3.48831
159, 3.49046
160, 3.49384
161, 3.49719
162, 3.5
163, 3.50331
164, 3.50715
165, 3.51117
166, 3.51264
167, 3.51283
168, 3.51599
169, 3.52212
170, 3.52735
171, 3.52941
172, 3.52914
173, 3.53386
174, 3.53654
175, 3.53435
176, 3.54101
177, 3.54533
178, 3.54594
179, 3.54672
180, 3.54933
181, 3.55147
182, 3.55264
183, 3.55613
184, 3.56317
185, 3.56397
186, 3.56493
187, 3.566
188, 3.56708
189, 3.56752
190, 3.5696799999999995
191, 3.57237
192, 3.57457
193, 3.57797
194, 3.57952
195, 3.58212
196, 3.58519
197, 3.5859800000000006
198, 3.5904
199, 3.59329
200, 3.59288
201, 3.59515
202, 3.59773
203, 3.59837
204, 3.5970599999999995
205, 3.59869
206, 3.60068
207, 3.60415
208, 3.60367
209, 3.60174
210, 3.60424
211, 3.60848
212, 3.60992
213, 3.61126
214, 3.61154
215, 3.61121
216, 3.61324
217, 3.61477
218, 3.61709
219, 3.6216
220, 3.62383
221, 3.62385
222, 3.62353
223, 3.62158
224, 3.62521
225, 3.62783
226, 3.62483
227, 3.6250100000000005
228, 3.6242
229, 3.62276
230, 3.62529
231, 3.63014
232, 3.62912
233, 3.62772
234, 3.62922
235, 3.63477
236, 3.63372
237, 3.63058
238, 3.62856
239, 3.62896
240, 3.63209
241, 3.63352
242, 3.63638
243, 3.63521
244, 3.6351
245, 3.64029
246, 3.6393
247, 3.63886
248, 3.6363
249, 3.63418
250, 3.63551
251, 3.63472
252, 3.63641
253, 3.63666
254, 3.63764
255, 3.63511
256, 3.63761
257, 3.63705
258, 3.63562
259, 3.63488
260, 3.63809
261, 3.63918
262, 3.63699
263, 3.63476
264, 3.6335
265, 3.63267
266, 3.63253
267, 3.6322
268, 3.63311
269, 3.63241
270, 3.63139
271, 3.63208
272, 3.63256
273, 3.63116
274, 3.63331
275, 3.63445
276, 3.63315
277, 3.63273
278, 3.63328
279, 3.63379
280, 3.6291
281, 3.63152
282, 3.63277
283, 3.63114
284, 3.62887
285, 3.62667
286, 3.6236
287, 3.6241
288, 3.62948
289, 3.6268
290, 3.6236
291, 3.62597
292, 3.62519
293, 3.62291
294, 3.62053
295, 3.61713
296, 3.6144
297, 3.6151
298, 3.61271
299, 3.61338
300, 3.61286
301, 3.60994
302, 3.61044
303, 3.60717
304, 3.60682
305, 3.60572
306, 3.60345
307, 3.60271
308, 3.5993
309, 3.59734
310, 3.59668
311, 3.59337
312, 3.5903
313, 3.58995
314, 3.59135
