16, 0.0, 1.9365
16, 0.01, 1.9496
16, 0.02, 1.9531
16, 0.03, 1.9691
16, 0.04, 1.9708
16, 0.05, 1.9787
16, 0.06, 1.9785
16, 0.07, 1.9891
16, 0.08, 1.9901
16, 0.09, 1.9923
16, 0.1, 1.9874
16, 0.11, 2.0007
16, 0.12, 1.998
16, 0.13, 2.0014
16, 0.14, 1.9922
16, 0.15, 1.9989
16, 0.16, 1.9926
16, 0.17, 1.9867
16, 0.18, 1.981
16, 0.19, 1.9694
16, 0.2, 1.9501
16, 0.21, 1.9241
16, 0.22, 1.9135
16, 0.23, 1.8896
16, 0.24, 1.8355
16, 0.25, 1.8187
16, 0.26, 1.7621
16, 0.27, 1.7268
16, 0.28, 1.678
16, 0.29, 1.6565
16, 0.3, 1.5916
16, 0.31, 1.5152
16, 0.32, 1.4671999999999998
16, 0.33, 1.4091
16, 0.34, 1.347
16, 0.35000000000000003, 1.2833
16, 0.36, 1.2082
16, 0.37, 1.1353
16, 0.38, 1.0668
16, 0.39, 0.9903
16, 0.4, 0.9223
32, 0.0, 1.9151
32, 0.01, 1.9346
32, 0.02, 1.9387
32, 0.03, 1.9637
32, 0.04, 1.9734
32, 0.05, 2.0022
32, 0.06, 2.0205
32, 0.07, 2.0364
32, 0.08, 2.0716
32, 0.09, 2.0888
32, 0.1, 2.1321
32, 0.11, 2.1468
32, 0.12, 2.1926
32, 0.13, 2.2155
32, 0.14, 2.2572
32, 0.15, 2.2692
32, 0.16, 2.2925
32, 0.17, 2.316
32, 0.18, 2.3133
32, 0.19, 2.327
32, 0.2, 2.346
32, 0.21, 2.3093
32, 0.22, 2.3103
32, 0.23, 2.2888
32, 0.24, 2.2544
32, 0.25, 2.2008
32, 0.26, 2.1593
32, 0.27, 2.0971
32, 0.28, 2.0243999999999995
32, 0.29, 1.9422
32, 0.3, 1.8474
32, 0.31, 1.7628
32, 0.32, 1.6401
32, 0.33, 1.5213
32, 0.34, 1.4108000000000003
32, 0.35000000000000003, 1.2814
32, 0.36, 1.1621000000000001
32, 0.37, 1.0258
32, 0.38, 0.9156
32, 0.39, 0.7993
32, 0.4, 0.6926
64, 0.0, 1.9206
64, 0.01, 1.9107
64, 0.02, 1.9145
64, 0.03, 1.9233
64, 0.04, 1.9406
64, 0.05, 1.9571
64, 0.06, 1.9941
64, 0.07, 2.035
64, 0.08, 2.0995
64, 0.09, 2.164
64, 0.1, 2.2368
64, 0.11, 2.3283
64, 0.12, 2.4207
64, 0.13, 2.5187
64, 0.14, 2.622
64, 0.15, 2.7079
64, 0.16, 2.8332
64, 0.17, 2.9067000000000003
64, 0.18, 2.9941
64, 0.19, 3.0449
64, 0.2, 3.1132
64, 0.21, 3.1425
64, 0.22, 3.1652000000000005
64, 0.23, 3.1454
64, 0.24, 3.1447
64, 0.25, 3.0826
64, 0.26, 3.0112
64, 0.27, 2.9084
64, 0.28, 2.7587
64, 0.29, 2.6415
64, 0.3, 2.4646
64, 0.31, 2.2498
64, 0.32, 2.0716
64, 0.33, 1.8244
64, 0.34, 1.6059
64, 0.35000000000000003, 1.3733000000000002
64, 0.36, 1.137
64, 0.37, 0.9395
64, 0.38, 0.7107
64, 0.39, 0.5443000000000001
64, 0.4, 0.3976
128, 0.0, 1.9687
128, 0.01, 1.9589
128, 0.02, 1.9459
128, 0.03, 1.9356
128, 0.04, 1.9231
128, 0.05, 1.9233
128, 0.06, 1.949
128, 0.07, 1.9823
128, 0.08, 2.0567
128, 0.09, 2.1751
128, 0.1, 2.3386
128, 0.11, 2.539
128, 0.12, 2.7949
128, 0.13, 3.0584
128, 0.14, 3.3404
128, 0.15, 3.6278
128, 0.16, 3.9224
128, 0.17, 4.1885
128, 0.18, 4.4257
128, 0.19, 4.6471
128, 0.2, 4.8427
128, 0.21, 4.9619
128, 0.22, 5.0533
128, 0.23, 5.120299999999999
128, 0.24, 5.111
128, 0.25, 5.0364
128, 0.26, 4.927300000000001
128, 0.27, 4.7677
128, 0.28, 4.534
128, 0.29, 4.2088
128, 0.3, 3.8914
128, 0.31, 3.4864
128, 0.32, 3.0455
128, 0.33, 2.5424
128, 0.34, 2.052
128, 0.35000000000000003, 1.6068
128, 0.36, 1.1147999999999998
128, 0.37, 0.7622
128, 0.38, 0.4585
128, 0.39, 0.2603
128, 0.4, 0.134
256, 0.0, 1.9953
256, 0.01, 1.995
256, 0.02, 1.992
256, 0.03, 1.9859
256, 0.04, 1.9761
256, 0.05, 1.96
256, 0.06, 1.9415
256, 0.07, 1.9361
256, 0.08, 1.9812
256, 0.09, 2.1287
256, 0.1, 2.4066
256, 0.11, 2.8797
256, 0.12, 3.4599
256, 0.13, 4.1453
256, 0.14, 4.891299999999999
256, 0.15, 5.6087
256, 0.16, 6.3009
256, 0.17, 6.9452
256, 0.18, 7.5085
256, 0.19, 7.951
256, 0.2, 8.3101
256, 0.21, 8.5337
256, 0.22, 8.7217
256, 0.23, 8.8155
256, 0.24, 8.830899999999998
256, 0.25, 8.8145
256, 0.26, 8.6691
256, 0.27, 8.4685
256, 0.28, 8.1397
256, 0.29, 7.6461
256, 0.3, 7.0157
256, 0.31, 6.1988
256, 0.32, 5.2638
256, 0.33, 4.2538
256, 0.34, 3.167
256, 0.35000000000000003, 2.0822
256, 0.36, 1.1779
256, 0.37, 0.5322
256, 0.38, 0.1908
256, 0.39, 0.0559
256, 0.4, 0.0123
512, 0.0, 1.9956
512, 0.01, 1.9971
512, 0.02, 1.9957
512, 0.03, 1.9968
512, 0.04, 1.9968
512, 0.05, 1.994
512, 0.06, 1.986
512, 0.07, 1.9663
512, 0.08, 1.9485
512, 0.09, 2.0174
512, 0.1, 2.4603
512, 0.11, 3.4842
512, 0.12, 4.9162
512, 0.13, 6.5165
512, 0.14, 7.9974
512, 0.15, 9.0492
512, 0.16, 9.618
512, 0.17, 9.8622
512, 0.18, 9.9499
512, 0.19, 9.9781
512, 0.2, 9.99
512, 0.21, 9.9949
512, 0.22, 9.996300000000002
512, 0.23, 9.9974
512, 0.24, 9.9976
512, 0.25, 9.996599999999999
512, 0.26, 9.9971
512, 0.27, 9.9938
512, 0.28, 9.9879
512, 0.29, 9.9767
512, 0.3, 9.9241
512, 0.31, 9.747699999999998
512, 0.32, 9.131200000000002
512, 0.33, 7.7544
512, 0.34, 5.5997
512, 0.35000000000000003, 3.238
512, 0.36, 1.2834
512, 0.37, 0.26311111111111113
512, 0.38, 0.030666666666666665
512, 0.39, 0.003
512, 0.4, 0.0
