128, 0.35, 2.3139
128, 0.36, 2.3929
128, 0.37, 2.474
128, 0.38, 2.5338000000000003
128, 0.38999999999999996, 2.5535
128, 0.39999999999999997, 2.5159
128, 0.41, 2.429
128, 0.42, 2.2664
128, 0.43, 2.0451
128, 0.44, 1.7784
128, 0.44999999999999996, 1.4957
256, 0.35, 2.1402
256, 0.36, 2.2535
256, 0.37, 2.4073
256, 0.38, 2.5802
256, 0.38999999999999996, 2.724
256, 0.39999999999999997, 2.7483
256, 0.41, 2.686
256, 0.42, 2.4332
256, 0.43, 2.0104
256, 0.44, 1.5514
256, 0.44999999999999996, 1.0633
512, 0.35, 2.0140999999999996
512, 0.36, 2.0649
512, 0.37, 2.2034
512, 0.38, 2.4738
512, 0.38999999999999996, 2.8285
512, 0.39999999999999997, 3.0696
512, 0.41, 3.0558
512, 0.42, 2.6624
512, 0.43, 1.9639
512, 0.44, 1.187
512, 0.44999999999999996, 0.5251111111111111
